UniProt	KEGG name
Q62120;G5E852;Q62124;Q7TQD0	Chemokine signaling pathway;Jak-STAT signaling pathway;Adipocytokine signaling pathway;Leishmaniasis;Toxoplasmosis;ko05152;Measles
Q9JI59;A6X955;Q8C5K9;Q8CE95	Cell adhesion molecules (CAMs);Tight junction;Leukocyte transendothelial migration;Epithelial cell signaling in Helicobacter pylori infection
Q9D8B7;Q8BT59;Q9D1M9;Q9EPK4	Cell adhesion molecules (CAMs);Tight junction;Leukocyte transendothelial migration;Epithelial cell signaling in Helicobacter pylori infection
Q62137;A2RRI3;Q0D2M8;Q61746;Q61747;Q8BTY6;Q8BYU2	Chemokine signaling pathway;Jak-STAT signaling pathway;ko05152;Measles
Q9WVI9;O35145;Q925J8;Q9R1H9;Q9R1Z1;Q9WVI7;Q9WVI8	MAPK signaling pathway
Q9ERE9;Q9CXI4	MAPK signaling pathway
P09450;Q8C2G9	Osteoclast differentiation
P15066	MAPK signaling pathway;Osteoclast differentiation
Q9ESN9;Q5D062;Q99KU7;Q9EQD8;Q9ESN7;Q9ESN8;Q9ESP0;Q9JLH2;Q9JLH3;Q9R0U7	MAPK signaling pathway
Q9EQF4;B0FFS5	Endocytosis
P15946	Endocrine and other factor-regulated calcium reabsorption
Q61759;Q61760;Q9JM70	Endocrine and other factor-regulated calcium reabsorption
P15948	Endocrine and other factor-regulated calcium reabsorption
P05627	MAPK signaling pathway;ErbB signaling pathway;Wnt signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;T cell receptor signaling pathway;B cell receptor signaling pathway;Neurotrophin signaling pathway;GnRH signaling pathway;Epithelial cell signaling in Helicobacter pylori infection;Leishmaniasis;Chagas disease (American trypanosomiasis);Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Rheumatoid arthritis
Q61754;A6H6V7;Q61755;Q9JM69	Endocrine and other factor-regulated calcium reabsorption
P36369;B9EI06;P00753;P00754	Endocrine and other factor-regulated calcium reabsorption
P00755	Endocrine and other factor-regulated calcium reabsorption
P00756;A2RTW1	Endocrine and other factor-regulated calcium reabsorption
P15945;Q52KM1;Q565D7	Endocrine and other factor-regulated calcium reabsorption
P07628	Endocrine and other factor-regulated calcium reabsorption
P15949	Endocrine and other factor-regulated calcium reabsorption
Q9WTP6;A2A820;Q3THT3;Q3TI11;Q3TKI6;Q8C7I9;Q9CY37	Purine metabolism
Q9R0Y5;A2AK80;Q542C5;Q9R0Y4	Purine metabolism
Q9WUR9;Q9R1X7	Purine metabolism
Q9D2H2;Q8BVH3	Purine metabolism
Q9WTP7;Q3UDN7;Q8BGX5;Q9D7Z1;Q9DB57;Q9DBM5	Pyrimidine metabolism
Q920P5	Purine metabolism
P31324;B1B199;Q3UTZ1;Q80ZM4;Q8BRZ7	Apoptosis;Insulin signaling pathway
Q9DBC7;Q3UKU7;Q9JHR5;Q9JHR6	Apoptosis;Insulin signaling pathway
P12849	Apoptosis;Insulin signaling pathway
P05132;Q9JID0	MAPK signaling pathway;Calcium signaling pathway;Chemokine signaling pathway;Meiosis - yeast;Oocyte meiosis;Apoptosis;Vascular smooth muscle contraction;Wnt signaling pathway;Hedgehog signaling pathway;Gap junction;Long-term potentiation;Olfactory transduction;Taste transduction;Insulin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Melanogenesis;Endocrine and other factor-regulated calcium reabsorption;Vasopressin-regulated water reabsorption;Salivary secretion;Gastric acid secretion;Bile secretion;Prion diseases;Vibrio cholerae infection;Amoebiasis;Dilated cardiomyopathy
Q71RI9;Q8BJ84	Tryptophan metabolism;Selenocompound metabolism
Q8BTY1;Q8BY27	Tryptophan metabolism;Selenocompound metabolism
P68181;P05206;Q3TQH5;Q3UDD0;Q3UTH5	MAPK signaling pathway;Calcium signaling pathway;Chemokine signaling pathway;Meiosis - yeast;Oocyte meiosis;Apoptosis;Vascular smooth muscle contraction;Wnt signaling pathway;Hedgehog signaling pathway;Gap junction;Long-term potentiation;Olfactory transduction;Taste transduction;Insulin signaling pathway;GnRH signaling pathway;Progesterone-mediated oocyte maturation;Melanogenesis;Endocrine and other factor-regulated calcium reabsorption;Vasopressin-regulated water reabsorption;Salivary secretion;Gastric acid secretion;Bile secretion;Prion diseases;Vibrio cholerae infection;Amoebiasis;Dilated cardiomyopathy
Q9JHD2;Q3TZ59	Notch signaling pathway
Q9JHD1;Q3U142;Q640M9	Notch signaling pathway
O88986	Glycine, serine and threonine metabolism
Q8BVP5	Hedgehog signaling pathway
P11798;Q61284;Q6ZWN4	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
Q8C4X2;Q8BM57;Q8C001;Q8K079	Hedgehog signaling pathway
Q9DC28;Q3TZK2;Q99KK4	Hedgehog signaling pathway;Gap junction;Circadian rhythm - mammal
P28652;Q5SVH9	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
Q9JIN6;Q149I1	Vascular smooth muscle contraction
Q9JMK2;Q8R389	Wnt signaling pathway;Hedgehog signaling pathway;Circadian rhythm - mammal;Circadian rhythm - fly
P86046	Protein digestion and absorption
Q9JM63	Gastric acid secretion
Q8BTH8;E9QPK6	Hedgehog signaling pathway
O88932;Q9JK34	Gastric acid secretion
Q08460;Q64703;Q8VHF1;Q9R196	Vascular smooth muscle contraction;Salivary secretion;Pancreatic secretion
Q6PHZ2;Q3UF87;Q3UQH9;Q5DTK4;Q8CAC5;Q9CZE2	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
Q61743;Q9QX21	Type II diabetes mellitus
Q9Z307;Q8BH37	Gastric acid secretion
Q8CAE3;O35336;O35645	Vascular smooth muscle contraction
Q923T9;Q3U3H3;Q8VED3	ErbB signaling pathway;Calcium signaling pathway;Oocyte meiosis;Wnt signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Olfactory transduction;Phototransduction - fly;GnRH signaling pathway;Melanogenesis;Gastric acid secretion;ko05152;Glioma
Q9CZM9	Vascular smooth muscle contraction
Q03717;Q8K0D1	Taste transduction
Q9D808;Q8R1Z7	Gastric acid secretion
O88335	Aldosterone-regulated sodium reabsorption;Gastric acid secretion
Q9WTW2	Protein digestion and absorption
P35561	Gastric acid secretion
P58390;E9QNY5;Q3UF29;Q540U9;Q8CCH4	Bile secretion
P97438;Q4VQI2	Gastric acid secretion
O89109;Q3U1J8;Q9CY39	Salivary secretion;Protein digestion and absorption
O54982	Vascular smooth muscle contraction
P07310	Arginine and proline metabolism
Q6P8J7	Arginine and proline metabolism
Q04447;Q3KQP4;Q3TKI3;Q3U5P5;Q3UF71;Q9CXK6	Arginine and proline metabolism
P30275	Arginine and proline metabolism
P97414;O88702;Q3U4H1;Q7TNZ1;Q7TPL7;Q80VR7	Gastric acid secretion;Pancreatic secretion;Protein digestion and absorption;Vibrio cholerae infection
Q9DBP5;Q8BK17;Q8VD05;Q9DCS7	Pyrimidine metabolism
Q6GV12	Sphingolipid metabolism
Q9Z2X8;Q3U243;Q3U8N7;Q547S3;Q6ZQI6;Q8BQY3	Ubiquitin mediated proteolysis
P0C605;Q14DK6;Q9Z0Z0	Gap junction;Long-term depression;Olfactory transduction;Salivary secretion
Q8K4H1;B1AQK9;Q80XP3;Q8R1K6	Tryptophan metabolism;Glyoxylate and dicarboxylate metabolism
Q64520;Q564F2;Q564G0	Purine metabolism
P97328;Q91WU8	Fructose and mannose metabolism
Q9R008	Terpenoid backbone biosynthesis;Peroxisome
Q91V45;Q8K3P2	Neuroactive ligand-receptor interaction
P04184;Q58EU0;Q8C3P8;Q921J8	Pyrimidine metabolism;Drug metabolism - other enzymes
Q8VBY2;Q9R054	Adipocytokine signaling pathway
P05532;Q61415;Q61416;Q61417;Q6LEE9;Q6QJB7;Q6QJB8;Q7TS86;Q8C8K9	Cytokine-cytokine receptor interaction;Endocytosis;Hematopoietic cell lineage;Melanogenesis;Pathways in cancer;Acute myeloid leukemia
Q8C078;Q80TS0;Q8BXM8;Q8C0G3;Q8CH42;Q8QZT7	Adipocytokine signaling pathway
Q80TF4;A2AL86;A2AL87;A2AL88;A2AL89;Q9DBY7	Ubiquitin mediated proteolysis
Q6ZPT1;Q505G5	Ubiquitin mediated proteolysis
P15947;Q61855	Endocrine and other factor-regulated calcium reabsorption
P26262;Q8R0P5	Complement and coagulation cascades
Q0ZUP1;Q1A4F6	Malaria
Q91WN4	Tryptophan metabolism
P27811;Q1AG01;Q1WJB8;Q61972;Q61973;Q91V25;Q925G4	Malaria
P27814;Q541U5;Q925G3	Malaria
Q8VD98;Q1AFZ8;Q3TDT3;Q8C9Q1	Malaria
Q2YDW7;Q8C0J9	Lysine degradation
O35082;B2RR78;O70175;O70621	Pentose and glucuronate interconversions;Starch and sucrose metabolism;Endocrine and other factor-regulated calcium reabsorption
O54707;O54708	Antigen processing and presentation;Natural killer cell mediated cytotoxicity;Graft-versus-host disease
Q3U8K7;Q3UTP6;Q6DI74;Q6Q784;Q8BU67;Q8BUN0;Q8BUT7;Q8BW73;Q8BZ24;Q91X81	Lysine degradation
Q6Q783;Q5RKP6;Q8R1C5	Lysine degradation
O08677;O08676;Q32MX7;Q6S9I1;Q91XK5	Complement and coagulation cascades
Q7TSH2	Calcium signaling pathway;Insulin signaling pathway
P18826;A2AI90	Calcium signaling pathway;Insulin signaling pathway
Q62074	Endocytosis;Tight junction;Insulin signaling pathway
Q8BWJ3;Q3TN65;Q810J6	Calcium signaling pathway;Insulin signaling pathway
P20444	MAPK signaling pathway;MAPK signaling pathway - yeast;ErbB signaling pathway;Calcium signaling pathway;Phosphatidylinositol signaling system;Vascular smooth muscle contraction;Wnt signaling pathway;VEGF signaling pathway;Focal adhesion;Tight junction;Gap junction;Natural killer cell mediated cytotoxicity;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Long-term potentiation;Long-term depression;Phototransduction - fly;Melanogenesis;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Vibrio cholerae infection;African trypanosomiasis;Amoebiasis;Pathways in cancer;Glioma;Non-small cell lung cancer
P23298;Q8K2K8	Vascular smooth muscle contraction;Tight junction
P28867;Q91V85;Q9Z333	Vascular smooth muscle contraction;Tight junction
Q02111	Vascular smooth muscle contraction;Tight junction
P68404;A0JNZ5;F2Z441;P04410;P04411	MAPK signaling pathway;MAPK signaling pathway - yeast;ErbB signaling pathway;Calcium signaling pathway;Phosphatidylinositol signaling system;Vascular smooth muscle contraction;Wnt signaling pathway;VEGF signaling pathway;Focal adhesion;Tight junction;Gap junction;Natural killer cell mediated cytotoxicity;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Long-term potentiation;Long-term depression;Phototransduction - fly;Melanogenesis;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Vibrio cholerae infection;African trypanosomiasis;Amoebiasis;Pathways in cancer;Glioma;Non-small cell lung cancer
P16054	Vascular smooth muscle contraction;Tight junction
Q02956;A2AD76;Q3UHM5;Q7TST7	Endocytosis;Tight junction;Insulin signaling pathway
P63318;P05697	MAPK signaling pathway;MAPK signaling pathway - yeast;ErbB signaling pathway;Calcium signaling pathway;Phosphatidylinositol signaling system;Vascular smooth muscle contraction;Wnt signaling pathway;VEGF signaling pathway;Focal adhesion;Tight junction;Gap junction;Natural killer cell mediated cytotoxicity;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Long-term potentiation;Long-term depression;Phototransduction - fly;Melanogenesis;Aldosterone-regulated sodium reabsorption;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Vibrio cholerae infection;African trypanosomiasis;Amoebiasis;Pathways in cancer;Glioma;Non-small cell lung cancer
P52480;Q3TBV8;Q3TBW5;Q3TC59;Q3U1X3;Q3U5P6;Q4VC20;Q64484;Q91YI8;Q9CWB1	Glycolysis / Gluconeogenesis;Purine metabolism;Pyruvate metabolism;Carbon fixation in photosynthetic organisms;Type II diabetes mellitus
Q99JB4;Q3TE58;Q497F5;Q7TMP8;Q8BRW0;Q925G5;Q99P32	Malaria
Q8C050;Q8CI92	MAPK signaling pathway;Neurotrophin signaling pathway
Q7TPS0;Q8BWZ2;Q9CUR6	MAPK signaling pathway;Oocyte meiosis;mTOR signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Progesterone-mediated oocyte maturation
P18653	MAPK signaling pathway;Oocyte meiosis;mTOR signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Progesterone-mediated oocyte maturation
Q8BSK8;Q5SWG1;Q8CHX0	ErbB signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;Acute myeloid leukemia
Q9WUT3;Q9D2C0	MAPK signaling pathway;Oocyte meiosis;mTOR signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Progesterone-mediated oocyte maturation
P18654;B1AXN4;Q03140;Q8K3J8	MAPK signaling pathway;Oocyte meiosis;mTOR signaling pathway;Long-term potentiation;Neurotrophin signaling pathway;Progesterone-mediated oocyte maturation
Q9Z1M4	ErbB signaling pathway;mTOR signaling pathway;TGF-beta signaling pathway;Fc gamma R-mediated phagocytosis;Insulin signaling pathway;Acute myeloid leukemia
P48025	Osteoclast differentiation;Natural killer cell mediated cytotoxicity;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;ko05152
Q9Z2B9;Q3U3M8;Q91X18	MAPK signaling pathway;Neurotrophin signaling pathway
P97930;Q8C2L0;Q8K2S2	Pyrimidine metabolism
Q9CXF0	Tryptophan metabolism
Q91YP0;Q3TH61;Q3U7Z0;Q3ULY6	Butanoate metabolism
Q80Y17;Q61856;Q7TNV3;Q8BN92	Tight junction
Q3TJ91;B1ATB0;Q6YP20;Q8K1X0	Tight junction
P29752	Galactose metabolism
Q9R0B6;Q4VAI3;Q9WTW6	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q61087;Q91V90	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
P19137;F8VQ40	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q61292;Q62182;Q8R0Y0	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q60675;F8VQ43;Q05003;Q64061	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
P11438;Q62020	Lysosome;Phagosome;ko05152
Q61789;E9PUR4;O08751;Q61788;Q61966;Q9JHQ7	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
P97927;O88785;P70409;Q14BF2	Focal adhesion;ECM-receptor interaction;African trypanosomiasis;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q61168;Q60923	Lysosome
Q91XQ6	Lysosome
P17047;A2A430;Q3TXG5;Q8BSG8	Lysosome;Phagosome;ko05152
Q61001;A2ABW7;Q9JHQ6	Focal adhesion;ECM-receptor interaction;Toxoplasmosis;Amoebiasis;Pathways in cancer;Small cell lung cancer
Q7TST5;Q8C1F6	Lysosome
Q9QXW9	Protein digestion and absorption
O54957	Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis
P32067	Systemic lupus erythematosus
Q61805;A2AC66;Q99KA0	Toll-like receptor signaling pathway;ko05152
P16301;Q8K139	Glycerophospholipid metabolism
Q8C129	Renin-angiotensin system
P06240;Q61794;Q61795;Q62320;Q91X65	Osteoclast differentiation;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;Primary immunodeficiency
Q3UN02	Glycerolipid metabolism;Glycerophospholipid metabolism
Q60787;Q922M0	Osteoclast differentiation;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;Fc epsilon RI signaling pathway
Q7TNG8;Q8BYU7;Q8CIV4	Pyruvate metabolism
P06151	Glycolysis / Gluconeogenesis;Cysteine and methionine metabolism;Pyruvate metabolism;Propanoate metabolism
P00342	Glycolysis / Gluconeogenesis;Cysteine and methionine metabolism;Pyruvate metabolism;Propanoate metabolism
P16125;Q545Y4	Glycolysis / Gluconeogenesis;Cysteine and methionine metabolism;Pyruvate metabolism;Propanoate metabolism
P35951;Q6GTJ9	Endocytosis;Bile secretion;Toxoplasmosis;Hepatitis C
P27782	Wnt signaling pathway;Adherens junction;Melanogenesis;Pathways in cancer;Colorectal cancer;Endometrial cancer;Prostate cancer;Thyroid cancer;Basal cell carcinoma;Acute myeloid leukemia;Arrhythmogenic right ventricular cardiomyopathy (ARVC)
P41160	Cytokine-cytokine receptor interaction;Neuroactive ligand-receptor interaction;Jak-STAT signaling pathway;Adipocytokine signaling pathway
P48356;O35686;O54986;Q61215;Q64309;Q9QWG3;Q9QWV5	Cytokine-cytokine receptor interaction;Neuroactive ligand-receptor interaction;Jak-STAT signaling pathway;Adipocytokine signaling pathway
P15702	Cell adhesion molecules (CAMs)
O09010;Q3U659;Q8K3F1;Q9DC10	Other types of O-glycan biosynthesis;Notch signaling pathway
Q64280;Q3V2A9	TGF-beta signaling pathway
Q91YX5	Glycerophospholipid metabolism
P57785;Q8BMF7	TGF-beta signaling pathway
A2ARI4;A2ARI3;Q6PHA3;Q80T31;Q8BXS9	Neuroactive ligand-receptor interaction
O89017	Lysosome;Antigen processing and presentation
Q9Z1P4;Q3V1L2	Neuroactive ligand-receptor interaction
Q9CPU0;Q543L3;Q8R3T1	Pyruvate metabolism;MAPK signaling pathway - yeast
Q9D7I5;Q3USP1;Q6P070	Oxidative phosphorylation
P09056	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
Q99M04;Q543M1	Lipoic acid metabolism
Q9Z0M5;Q8C2G7	Steroid biosynthesis;Lysosome
P42703;Q5I0Y2	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
O54785;O54776;O55238;Q9QUL4	Axon guidance;Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton
P53668	Axon guidance;Fc gamma R-mediated phagocytosis;Regulation of actin cytoskeleton
Q9WVG5;Q8VDU2	Glycerolipid metabolism
P27656;Q8VC44	Glycerolipid metabolism
P11152;Q05956;Q542L4;Q9D3M9;Q9DCM8	Glycerolipid metabolism;PPAR signaling pathway;Alzheimer's disease
Q8VCM4	Lipoic acid metabolism
P17892;Q4VBW7	Glycerolipid metabolism;Pancreatic secretion;Fat digestion and absorption
Q9CPP7;Q8BK78;Q9CPP8;Q9D6L1;Q9D6L9;Q9D6M9;Q9D6N8;Q9D6P3;Q9D6Q2;Q9D6Q3;Q9D6Q6;Q9D6S5;Q9D6T5;Q9D6X0;Q9D760;Q9D766;Q9D767;Q9D796;Q9D798;Q9D7C5	Glycerolipid metabolism;Fat digestion and absorption
Q6P8U6	Glycerolipid metabolism;Pancreatic secretion;Fat digestion and absorption;Vitamin digestion and absorption
Q5BKQ4;O70478;Q6NV82	Glycerolipid metabolism;Pancreatic secretion;Fat digestion and absorption
P54310;P97866;Q3TE34;Q6GU16;Q8CDI9	Insulin signaling pathway
P63005;O35592;P43035;P81692;Q9R2A6	Ether lipid metabolism
Q9D009;Q14C29;Q9CVA5	Lipoic acid metabolism
P97484	Osteoclast differentiation
P24527;Q3UY71;Q8VDR8	Arachidonic acid metabolism
Q9D0F3	Protein processing in endoplasmic reticulum
Q8VCD3;Q4H2F4	Protein processing in endoplasmic reticulum
Q8K0B2;Q3U696;Q8CCL7;Q8R3D6;Q8VH50;Q9CW67	Vitamin digestion and absorption
Q9DBH5;Q8BJL4;Q9CXG7	Protein processing in endoplasmic reticulum
P48678;B3RH23;B3RH24;P11516;P97859;Q3TIH0;Q3TTS8;Q3U733;Q3U7I5;Q3UCA0;Q3UCJ8;Q3UCU3;Q91WF2;Q9DC21	Hypertrophic cardiomyopathy (HCM);Arrhythmogenic right ventricular cardiomyopathy (ARVC);Dilated cardiomyopathy
